dataset,n,resTubo,metodo,tiempo
mejor-caso-DP,4000,4000,BT,0.082969
mejor-caso-DP,4000,4500,DP,117.137
mejor-caso-DP,4000,4500,BT,0.081357
mejor-caso-DP,4000,5000,DP,118.309
mejor-caso-DP,4000,5000,BT,0.081467
mejor-caso-DP,4000,5500,DP,118.571
mejor-caso-DP,4000,5500,BT,0.082015
mejor-caso-DP,4000,6000,DP,122.59
mejor-caso-DP,4000,6000,BT,0.079994
mejor-caso-DP,4000,6500,DP,123.762
mejor-caso-DP,4000,6500,BT,0.078988
mejor-caso-DP,4000,7000,DP,124.872
mejor-caso-DP,4000,7000,BT,0.081342
mejor-caso-DP,4000,7500,DP,129.207
mejor-caso-DP,4000,7500,BT,0.080496
mejor-caso-DP,4500,1000,DP,46.0721
mejor-caso-DP,4500,1000,BT,28.4916
mejor-caso-DP,4500,1500,DP,67.7446
mejor-caso-DP,4500,1500,BT,36.9814
mejor-caso-DP,4500,2000,DP,91.676
mejor-caso-DP,4500,2000,BT,40.6151
mejor-caso-DP,4500,2500,DP,109.091
mejor-caso-DP,4500,2500,BT,40.1991
mejor-caso-DP,4500,3000,DP,121.118
mejor-caso-DP,4500,3000,BT,36.0043
mejor-caso-DP,4500,3500,DP,134.747
mejor-caso-DP,4500,3500,BT,27.9091
mejor-caso-DP,4500,4000,DP,140.956
mejor-caso-DP,4500,4000,BT,15.7846
mejor-caso-DP,4500,4500,DP,142.896
mejor-caso-DP,4500,4500,BT,0.091301
mejor-caso-DP,4500,5000,DP,146.341
mejor-caso-DP,4500,5000,BT,0.089918
mejor-caso-DP,4500,5500,DP,150.573
mejor-caso-DP,4500,5500,BT,0.09086
mejor-caso-DP,4500,6000,DP,153.902
mejor-caso-DP,4500,6000,BT,0.089933
mejor-caso-DP,4500,6500,DP,155.095
mejor-caso-DP,4500,6500,BT,0.090546
mejor-caso-DP,4500,7000,DP,157.918
mejor-caso-DP,4500,7000,BT,0.092476
mejor-caso-DP,4500,7500,DP,158.113
mejor-caso-DP,4500,7500,BT,0.091271
mejor-caso-DP,5000,1000,DP,52.9097
mejor-caso-DP,5000,1000,BT,32.5784
mejor-caso-DP,5000,1500,DP,79.3212
mejor-caso-DP,5000,1500,BT,42.7374
mejor-caso-DP,5000,2000,DP,103.493
mejor-caso-DP,5000,2000,BT,48.8512
mejor-caso-DP,5000,2500,DP,127.604
mejor-caso-DP,5000,2500,BT,50.7903
mejor-caso-DP,5000,3000,DP,143.309
mejor-caso-DP,5000,3000,BT,48.1076
mejor-caso-DP,5000,3500,DP,162.067
mejor-caso-DP,5000,3500,BT,42.5174
mejor-caso-DP,5000,4000,DP,174.22
mejor-caso-DP,5000,4000,BT,31.9539
mejor-caso-DP,5000,4500,DP,178.238
mejor-caso-DP,5000,4500,BT,17.7268
mejor-caso-DP,5000,5000,DP,180.202
mejor-caso-DP,5000,5000,BT,0.099996
mejor-caso-DP,5000,5500,DP,187.73
mejor-caso-DP,5000,5500,BT,0.100389
mejor-caso-DP,5000,6000,DP,184.517
mejor-caso-DP,5000,6000,BT,0.100363
mejor-caso-DP,5000,6500,DP,191.773
mejor-caso-DP,5000,6500,BT,0.103586
mejor-caso-DP,5000,7000,DP,193.988
mejor-caso-DP,5000,7000,BT,0.101797
mejor-caso-DP,5000,7500,DP,196.705
mejor-caso-DP,5000,7500,BT,0.100714
mejor-caso-DP,5500,1000,DP,58.1948
mejor-caso-DP,5500,1000,BT,37.2668
mejor-caso-DP,5500,1500,DP,89.4823
mejor-caso-DP,5500,1500,BT,48.9748
mejor-caso-DP,5500,2000,DP,114.982
mejor-caso-DP,5500,2000,BT,57.2932
mejor-caso-DP,5500,2500,DP,145.029
mejor-caso-DP,5500,2500,BT,60.6579
mejor-caso-DP,5500,3000,DP,163.742
mejor-caso-DP,5500,3000,BT,60.7951
mejor-caso-DP,5500,3500,DP,180.051
mejor-caso-DP,5500,3500,BT,56.106
mejor-caso-DP,5500,4000,DP,202.437
mejor-caso-DP,5500,4000,BT,48.2429
mejor-caso-DP,5500,4500,DP,212.695
mejor-caso-DP,5500,4500,BT,35.8927
mejor-caso-DP,5500,5000,DP,220.095
mejor-caso-DP,5500,5000,BT,19.6873
mejor-caso-DP,5500,5500,DP,228.31
mejor-caso-DP,5500,5500,BT,0.10802
mejor-caso-DP,5500,6000,DP,226.611
mejor-caso-DP,5500,6000,BT,0.111563
mejor-caso-DP,5500,6500,DP,232.06
mejor-caso-DP,5500,6500,BT,0.111439
mejor-caso-DP,5500,7000,DP,235.48
mejor-caso-DP,5500,7000,BT,0.111007
mejor-caso-DP,5500,7500,DP,229.096
mejor-caso-DP,5500,7500,BT,0.110037
mejor-caso-DP,6000,1000,DP,65.3586
mejor-caso-DP,6000,1000,BT,41.1148
mejor-caso-DP,6000,1500,DP,98.0587
mejor-caso-DP,6000,1500,BT,55.3838
mejor-caso-DP,6000,2000,DP,131.428
mejor-caso-DP,6000,2000,BT,66.3438
mejor-caso-DP,6000,2500,DP,163.94
mejor-caso-DP,6000,2500,BT,71.5948
mejor-caso-DP,6000,3000,DP,190.281
mejor-caso-DP,6000,3000,BT,72.8556
mejor-caso-DP,6000,3500,DP,210.54
mejor-caso-DP,6000,3500,BT,71.1548
mejor-caso-DP,6000,4000,DP,232.95
mejor-caso-DP,6000,4000,BT,64.4872
mejor-caso-DP,6000,4500,DP,247.44
mejor-caso-DP,6000,4500,BT,54.0057
mejor-caso-DP,6000,5000,DP,251.607
mejor-caso-DP,6000,5000,BT,40.2159
mejor-caso-DP,6000,5500,DP,268.263
mejor-caso-DP,6000,5500,BT,21.8157
mejor-caso-DP,6000,6000,DP,266.733
mejor-caso-DP,6000,6000,BT,0.120048
mejor-caso-DP,6000,6500,DP,267.816
mejor-caso-DP,6000,6500,BT,0.121479
mejor-caso-DP,6000,7000,DP,278.551
mejor-caso-DP,6000,7000,BT,0.130024
mejor-caso-DP,6000,7500,DP,283.155
mejor-caso-DP,6000,7500,BT,0.12376
mejor-caso-DP,6500,1000,DP,72.2543
mejor-caso-DP,6500,1000,BT,45.4482
mejor-caso-DP,6500,1500,DP,111.437
mejor-caso-DP,6500,1500,BT,62.2531
mejor-caso-DP,6500,2000,DP,144.722
mejor-caso-DP,6500,2000,BT,73.5256
mejor-caso-DP,6500,2500,DP,181.3
mejor-caso-DP,6500,2500,BT,81.8284
mejor-caso-DP,6500,3000,DP,207.794
mejor-caso-DP,6500,3000,BT,85.6207
mejor-caso-DP,6500,3500,DP,232.585
mejor-caso-DP,6500,3500,BT,85.2493
mejor-caso-DP,6500,4000,DP,256.832
mejor-caso-DP,6500,4000,BT,81.055
mejor-caso-DP,6500,4500,DP,281.329
mejor-caso-DP,6500,4500,BT,72.7861
mejor-caso-DP,6500,5000,DP,291.905
mejor-caso-DP,6500,5000,BT,59.9812
mejor-caso-DP,6500,5500,DP,300.243
mejor-caso-DP,6500,5500,BT,44.0499
mejor-caso-DP,6500,6000,DP,310.57
mejor-caso-DP,6500,6000,BT,23.6206
mejor-caso-DP,6500,6500,DP,328.023
mejor-caso-DP,6500,6500,BT,0.132141
mejor-caso-DP,6500,7000,DP,318.452
mejor-caso-DP,6500,7000,BT,0.134826
mejor-caso-DP,6500,7500,DP,333.098
mejor-caso-DP,6500,7500,BT,0.129235
mejor-caso-DP,7000,1000,DP,74.9474
mejor-caso-DP,7000,1000,BT,49.3981
mejor-caso-DP,7000,1500,DP,113.603
mejor-caso-DP,7000,1500,BT,67.9691
mejor-caso-DP,7000,2000,DP,157.746
mejor-caso-DP,7000,2000,BT,82.3757
mejor-caso-DP,7000,2500,DP,194.924
mejor-caso-DP,7000,2500,BT,91.926
mejor-caso-DP,7000,3000,DP,225.938
mejor-caso-DP,7000,3000,BT,97.5242
mejor-caso-DP,7000,3500,DP,255.131
mejor-caso-DP,7000,3500,BT,99.4668
mejor-caso-DP,7000,4000,DP,288.801
mejor-caso-DP,7000,4000,BT,97.9556
mejor-caso-DP,7000,4500,DP,316.542
mejor-caso-DP,7000,4500,BT,90.9074
mejor-caso-DP,7000,5000,DP,332.537
mejor-caso-DP,7000,5000,BT,80.5281
mejor-caso-DP,7000,5500,DP,340.668
mejor-caso-DP,7000,5500,BT,66.6807
mejor-caso-DP,7000,6000,DP,361.351
mejor-caso-DP,7000,6000,BT,48.1069
mejor-caso-DP,7000,6500,DP,372.442
mejor-caso-DP,7000,6500,BT,25.655
mejor-caso-DP,7000,7000,DP,377.798
mejor-caso-DP,7000,7000,BT,0.145326
mejor-caso-DP,7000,7500,DP,375.491
mejor-caso-DP,7000,7500,BT,0.14164
mejor-caso-DP,7500,1000,DP,80.8716
mejor-caso-DP,7500,1000,BT,53.5274
mejor-caso-DP,7500,1500,DP,127.095
mejor-caso-DP,7500,1500,BT,74.8741
mejor-caso-DP,7500,2000,DP,171.182
mejor-caso-DP,7500,2000,BT,90.9024
mejor-caso-DP,7500,2500,DP,215.879
mejor-caso-DP,7500,2500,BT,103.776
mejor-caso-DP,7500,3000,DP,255.172
mejor-caso-DP,7500,3000,BT,110.824
mejor-caso-DP,7500,3500,DP,286.658
mejor-caso-DP,7500,3500,BT,114.044
mejor-caso-DP,7500,4000,DP,311.695
mejor-caso-DP,7500,4000,BT,114.801
mejor-caso-DP,7500,4500,DP,343.199
mejor-caso-DP,7500,4500,BT,110.275
mejor-caso-DP,7500,5000,DP,361.22
mejor-caso-DP,7500,5000,BT,101.204
mejor-caso-DP,7500,5500,DP,385.489
mejor-caso-DP,7500,5500,BT,88.4566
mejor-caso-DP,7500,6000,DP,411.682
mejor-caso-DP,7500,6000,BT,72.4465
mejor-caso-DP,7500,6500,DP,411.293
mejor-caso-DP,7500,6500,BT,51.9822
mejor-caso-DP,7500,7000,DP,424.331
mejor-caso-DP,7500,7000,BT,27.7715
mejor-caso-DP,7500,7500,DP,429.583
mejor-caso-DP,7500,7500,BT,0.153852
entran-muchos-BT,1,9,DP,0.001221
entran-muchos-BT,1,9,BT,0.00077
entran-muchos-BT,2,18,DP,0.00141
entran-muchos-BT,2,18,BT,0.000793
entran-muchos-BT,3,28,DP,0.00156
entran-muchos-BT,3,28,BT,0.000829
entran-muchos-BT,4,37,DP,0.001709
entran-muchos-BT,4,37,BT,0.000819
entran-muchos-BT,5,45,DP,0.001882
entran-muchos-BT,5,45,BT,0.000847
entran-muchos-BT,6,57,DP,0.002143
entran-muchos-BT,6,57,BT,0.000851
entran-muchos-BT,7,69,DP,0.003178
entran-muchos-BT,7,69,BT,0.000875
entran-muchos-BT,8,75,DP,0.003458
entran-muchos-BT,8,75,BT,0.001068
entran-muchos-BT,9,82,DP,0.003855
entran-muchos-BT,9,82,BT,0.001084
entran-muchos-BT,10,92,DP,0.004028
entran-muchos-BT,10,92,BT,0.00115
entran-muchos-BT,11,104,DP,0.005542
entran-muchos-BT,11,104,BT,0.001208
entran-muchos-BT,12,115,DP,0.005978
entran-muchos-BT,12,115,BT,0.001226
entran-muchos-BT,13,118,DP,0.005927
entran-muchos-BT,13,118,BT,0.001266
entran-muchos-BT,14,139,DP,0.007015
entran-muchos-BT,14,139,BT,0.002915
entran-muchos-BT,15,148,DP,0.008944
entran-muchos-BT,15,148,BT,0.003174
entran-muchos-BT,16,144,DP,0.008614
entran-muchos-BT,16,144,BT,0.003902
entran-muchos-BT,17,167,DP,0.010387
entran-muchos-BT,17,167,BT,0.004974
entran-muchos-BT,18,172,DP,0.010502
entran-muchos-BT,18,172,BT,0.004738
entran-muchos-BT,19,185,DP,0.014528
entran-muchos-BT,19,185,BT,0.006635
entran-muchos-BT,20,193,DP,0.015888
entran-muchos-BT,20,193,BT,0.023965
entran-muchos-BT,21,200,DP,0.014356
entran-muchos-BT,21,200,BT,0.027421
entran-muchos-BT,22,213,DP,0.018678
entran-muchos-BT,22,213,BT,0.008722
entran-muchos-BT,23,213,DP,0.017781
entran-muchos-BT,23,213,BT,0.039135
entran-muchos-BT,24,229,DP,0.021541
entran-muchos-BT,24,229,BT,0.048029
entran-muchos-BT,25,234,DP,0.024151
entran-muchos-BT,25,234,BT,0.053734
entran-muchos-BT,26,241,DP,0.023074
entran-muchos-BT,26,241,BT,0.066231
entran-muchos-BT,27,268,DP,0.030912
entran-muchos-BT,27,268,BT,0.07786
entran-muchos-BT,28,268,DP,0.031324
entran-muchos-BT,28,268,BT,0.090765
entran-muchos-BT,29,268,DP,0.028013
entran-muchos-BT,29,268,BT,0.105461
entran-muchos-BT,30,295,DP,0.040398
entran-muchos-BT,30,295,BT,2.19916
entran-muchos-BT,31,293,DP,0.037236
entran-muchos-BT,31,293,BT,0.727046
entran-muchos-BT,32,294,DP,0.038125
entran-muchos-BT,32,294,BT,0.843156
entran-muchos-BT,33,321,DP,0.044166
entran-muchos-BT,33,321,BT,3.76547
entran-muchos-BT,34,334,DP,0.048431
entran-muchos-BT,34,334,BT,5.67769
entran-muchos-BT,35,339,DP,0.052719
entran-muchos-BT,35,339,BT,6.66891
entran-muchos-BT,36,348,DP,0.052217
entran-muchos-BT,36,348,BT,1.67924
entran-muchos-BT,37,352,DP,0.055149
entran-muchos-BT,37,352,BT,20.2637
entran-muchos-BT,38,365,DP,0.05783
entran-muchos-BT,38,365,BT,55.5304
entran-muchos-BT,39,366,DP,0.059275
entran-muchos-BT,39,366,BT,13.6487
entran-muchos-BT,40,382,DP,0.062597
entran-muchos-BT,40,382,BT,82.1292
entran-muchos-BT,41,399,DP,0.072107
entran-muchos-BT,41,399,BT,327.287
entran-muchos-BT,42,387,DP,0.066071
entran-muchos-BT,42,387,BT,113.301
entran-muchos-BT,43,402,DP,0.074923
entran-muchos-BT,43,402,BT,135.35
entran-muchos-BT,44,407,DP,0.080181
entran-muchos-BT,44,407,BT,732.817
entran-muchos-BT,45,423,DP,0.08324
entran-muchos-BT,45,423,BT,933.068
entran-muchos-BT,46,415,DP,0.079282
entran-muchos-BT,46,415,BT,1101.46
entran-muchos-BT,47,436,DP,0.092675
entran-muchos-BT,47,436,BT,1321.09
entran-muchos-BT,48,447,DP,0.096416
entran-muchos-BT,48,447,BT,1610.94
entran-muchos-BT,49,452,DP,0.095696
entran-muchos-BT,49,452,BT,8906.6
entran-pocos-BT,1,9,DP,0.001245
entran-pocos-BT,1,9,BT,0.000778
entran-pocos-BT,2,18,DP,0.001385
entran-pocos-BT,2,18,BT,0.000784
entran-pocos-BT,3,28,DP,0.001488
entran-pocos-BT,3,28,BT,0.00078
entran-pocos-BT,4,36,DP,0.001616
entran-pocos-BT,4,36,BT,0.000788
entran-pocos-BT,5,45,DP,0.001791
entran-pocos-BT,5,45,BT,0.000834
entran-pocos-BT,6,58,DP,0.001978
entran-pocos-BT,6,58,BT,0.000842
entran-pocos-BT,7,64,DP,0.002805
entran-pocos-BT,7,64,BT,0.000796
entran-pocos-BT,8,78,DP,0.002939
entran-pocos-BT,8,78,BT,0.000816
entran-pocos-BT,9,85,DP,0.003035
entran-pocos-BT,9,85,BT,0.000802
entran-pocos-BT,10,94,DP,0.003162
entran-pocos-BT,10,94,BT,0.000828
entran-pocos-BT,11,105,DP,0.004245
entran-pocos-BT,11,105,BT,0.001103
entran-pocos-BT,12,117,DP,0.00438
entran-pocos-BT,12,117,BT,0.001183
entran-pocos-BT,13,129,DP,0.004679
entran-pocos-BT,13,129,BT,0.00121
entran-pocos-BT,14,130,DP,0.004667
entran-pocos-BT,14,130,BT,0.001268
entran-pocos-BT,15,144,DP,0.005612
entran-pocos-BT,15,144,BT,0.001299
entran-pocos-BT,16,157,DP,0.006463
entran-pocos-BT,16,157,BT,0.001363
entran-pocos-BT,17,165,DP,0.006862
entran-pocos-BT,17,165,BT,0.001401
entran-pocos-BT,18,175,DP,0.006873
entran-pocos-BT,18,175,BT,0.001469
entran-pocos-BT,19,174,DP,0.007669
entran-pocos-BT,19,174,BT,0.001564
entran-pocos-BT,20,184,DP,0.007818
entran-pocos-BT,20,184,BT,0.001663
entran-pocos-BT,21,203,DP,0.010108
entran-pocos-BT,21,203,BT,0.005024
entran-pocos-BT,22,200,DP,0.010616
entran-pocos-BT,22,200,BT,0.006658
entran-pocos-BT,23,211,DP,0.012265
entran-pocos-BT,23,211,BT,0.007607
entran-pocos-BT,24,227,DP,0.012929
entran-pocos-BT,24,227,BT,0.008512
entran-pocos-BT,25,242,DP,0.014481
entran-pocos-BT,25,242,BT,0.009622
entran-pocos-BT,26,242,DP,0.014194
entran-pocos-BT,26,242,BT,0.010741
entran-pocos-BT,27,255,DP,0.015561
entran-pocos-BT,27,255,BT,0.012213
entran-pocos-BT,28,255,DP,0.015692
entran-pocos-BT,28,255,BT,0.013527
entran-pocos-BT,29,279,DP,0.017036
entran-pocos-BT,29,279,BT,0.015651
entran-pocos-BT,30,291,DP,0.017732
entran-pocos-BT,30,291,BT,0.017111
entran-pocos-BT,31,280,DP,0.019466
entran-pocos-BT,31,280,BT,0.02622
entran-pocos-BT,32,297,DP,0.023807
entran-pocos-BT,32,297,BT,0.122212
entran-pocos-BT,33,303,DP,0.024845
entran-pocos-BT,33,303,BT,0.153545
entran-pocos-BT,34,338,DP,0.029089
entran-pocos-BT,34,338,BT,0.172951
entran-pocos-BT,35,342,DP,0.029743
entran-pocos-BT,35,342,BT,0.205452
entran-pocos-BT,36,357,DP,0.030226
entran-pocos-BT,36,357,BT,0.23383
entran-pocos-BT,37,344,DP,0.028392
entran-pocos-BT,37,344,BT,0.265398
entran-pocos-BT,38,371,DP,0.033033
entran-pocos-BT,38,371,BT,0.298732
entran-pocos-BT,39,362,DP,0.032556
entran-pocos-BT,39,362,BT,0.341987
entran-pocos-BT,40,372,DP,0.033784
entran-pocos-BT,40,372,BT,0.3847
entran-pocos-BT,41,407,DP,0.036681
entran-pocos-BT,41,407,BT,0.433688
entran-pocos-BT,42,400,DP,0.041203
entran-pocos-BT,42,400,BT,1.23922
entran-pocos-BT,43,425,DP,0.049045
entran-pocos-BT,43,425,BT,3.5341
entran-pocos-BT,44,407,DP,0.046826
entran-pocos-BT,44,407,BT,4.29109
entran-pocos-BT,45,415,DP,0.048884
entran-pocos-BT,45,415,BT,4.86586
entran-pocos-BT,46,445,DP,0.051839
entran-pocos-BT,46,445,BT,5.53875
entran-pocos-BT,47,438,DP,0.056002
entran-pocos-BT,47,438,BT,6.28397
entran-pocos-BT,48,459,DP,0.058333
entran-pocos-BT,48,459,BT,7.14539
entran-pocos-BT,49,459,DP,0.056273
entran-pocos-BT,49,459,BT,8.00141
peor-caso-BT,1,9,DP,0.001254
peor-caso-BT,1,9,BT,0.000779
peor-caso-BT,2,18,DP,0.001382
peor-caso-BT,2,18,BT,0.000826
peor-caso-BT,3,29,DP,0.001579
peor-caso-BT,3,29,BT,0.000888
peor-caso-BT,4,37,DP,0.001705
peor-caso-BT,4,37,BT,0.000906
peor-caso-BT,5,45,DP,0.001883
peor-caso-BT,5,45,BT,0.000951
peor-caso-BT,6,58,DP,0.002177
peor-caso-BT,6,58,BT,0.001072
peor-caso-BT,7,67,DP,0.003287
peor-caso-BT,7,67,BT,0.001198
peor-caso-BT,8,74,DP,0.003394
peor-caso-BT,8,74,BT,0.001539
peor-caso-BT,9,86,DP,0.00433
peor-caso-BT,9,86,BT,0.002032
peor-caso-BT,10,95,DP,0.004328
peor-caso-BT,10,95,BT,0.002334
peor-caso-BT,11,103,DP,0.005905
peor-caso-BT,11,103,BT,0.003785
peor-caso-BT,12,108,DP,0.006906
peor-caso-BT,12,108,BT,0.005693
peor-caso-BT,13,127,DP,0.007942
peor-caso-BT,13,127,BT,0.009045
peor-caso-BT,14,126,DP,0.009867
peor-caso-BT,14,126,BT,0.014691
peor-caso-BT,15,139,DP,0.010981
peor-caso-BT,15,139,BT,0.027259
peor-caso-BT,16,152,DP,0.012705
peor-caso-BT,16,152,BT,0.045533
peor-caso-BT,17,163,DP,0.01708
peor-caso-BT,17,163,BT,0.075524
peor-caso-BT,18,178,DP,0.01722
peor-caso-BT,18,178,BT,0.199182
peor-caso-BT,19,189,DP,0.018594
peor-caso-BT,19,189,BT,0.288828
peor-caso-BT,20,195,DP,0.021828
peor-caso-BT,20,195,BT,0.516974
peor-caso-BT,21,197,DP,0.024927
peor-caso-BT,21,197,BT,1.06375
peor-caso-BT,22,209,DP,0.025849
peor-caso-BT,22,209,BT,2.47075
peor-caso-BT,23,222,DP,0.031371
peor-caso-BT,23,222,BT,4.01754
peor-caso-BT,24,233,DP,0.030729
peor-caso-BT,24,233,BT,7.5648
peor-caso-BT,25,228,DP,0.034524
peor-caso-BT,25,228,BT,13.6216
